Year,Department Title,Job Class Title,Employment Type,Hourly or Event Rate,Projected Annual Salary,Payments Over Base Pay,Total Payments,Base Pay,Permanent Bonus Pay,Longevity Bonus Pay,Temporary Bonus Pay,Lump Sum Pay,Overtime Pay,Other Pay & Adjustments,Other Pay (Payroll Explorer),MOU Title,Job Class,Average Health Cost,Average Dental Cost,Average Basic Life,Average Benefit Cost,Benefits Plan,Job Class Link
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04","$6,807.18","$74,502.64","$67,695.46","-$2,768.08",$0.00,$0.00,$0.00,"$9,225.26",$350.00,"-$2,418.08",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$15,675.68","$121,318.88","$105,643.20",$0.00,$0.00,"$2,532.00",$0.00,"$10,056.48","$3,087.20","$5,619.20",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,City Planning,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$40,141.91","$145,785.11","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$40,141.91",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$33.57,"$70,097.03",-$724.47,"$8,057.13","$8,781.60",-$724.47,$0.00,$0.00,$0.00,$0.00,$0.00,-$724.47,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$29,138.40","$123,986.40","$94,848.00",$0.00,$0.00,$0.00,$0.00,"$29,138.40",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$660.28,"$106,303.48","$105,643.20",$0.00,$0.00,$0.00,$0.00,$660.28,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$39,773.24","$134,621.24","$94,848.00",$600.00,$0.00,$0.00,"$1,663.18","$37,510.06",$0.00,"$2,263.18",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate I,Full Time,$30.12,"$62,893.69",-$216.68,"$2,409.72","$2,626.40",-$216.68,$0.00,$0.00,$0.00,$0.00,$0.00,-$216.68,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$3,447.44","$48,899.24","$45,451.80",$0.00,$0.00,"$1,540.00","$1,907.44",$0.00,$0.00,"$3,447.44",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$38.75,"$80,910.00","$21,922.44","$100,353.72","$78,431.28",$0.00,$0.00,$0.00,$0.00,"$21,922.44",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$38.75,"$80,910.00","$9,405.02","$37,305.02","$27,900.00",$0.00,$0.00,$990.00,$658.75,"$7,556.27",$200.00,"$1,848.75",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Harbor (Port of LA),Structural Engineering Associate IV,Full Time,$55.21,"$115,278.48","$4,637.64","$119,474.44","$114,836.80",$0.00,$0.00,$0.00,$0.00,"$4,637.64",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$34,165.80","$129,013.80","$94,848.00",$0.00,$0.00,$0.00,$0.00,"$34,165.80",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$5,164.95","$110,808.15","$105,643.20",$0.00,$0.00,"$5,164.95",$0.00,$0.00,$0.00,"$5,164.95",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$40.78,"$85,148.64","$24,363.33","$108,329.35","$83,966.02",$0.00,$0.00,"$2,500.00",$465.00,"$21,348.33",$50.00,"$3,015.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$1,421.11","$107,064.31","$105,643.20",$0.00,$0.00,"$1,008.41",$0.00,$12.70,$400.00,"$1,408.41",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04","$7,342.31","$48,919.39","$41,577.08","-$2,781.63",$0.00,$0.00,$0.00,"$10,123.94",$0.00,"-$2,781.63",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$0.00,"$105,643.20","$105,643.20",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineer,Full Time,$58.40,"$121,939.20",$0.00,"$121,472.00","$121,472.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,7956,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$44,049.60","$138,373.20","$94,323.60",$0.00,$0.00,$0.00,$0.00,"$44,049.60",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$20,798.55","$126,441.75","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$20,798.55",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$30.12,"$62,893.69",-$866.72,"$9,638.88","$10,505.60",-$866.72,$0.00,$0.00,$0.00,$0.00,$0.00,-$866.72,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Water And Power (DWP),Structural Engineer,Full Time,$65.79,"$137,369.52","$28,792.82","$158,517.11","$129,724.29","$3,946.30",$0.00,$0.00,,"$19,170.47","$5,676.05","$9,622.35",SUPERVISORY PROFESSIONAL UNIT,7956,"$17,486.94","$1,268.69",$0.00,"$18,755.63",DWP,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$61,631.36","$152,623.36","$90,992.00",$0.00,$0.00,"$2,860.00",$0.00,"$57,400.10","$1,371.26","$4,231.26",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$36.70,"$76,629.60","$12,211.71","$86,297.59","$74,085.88",$0.00,$0.00,$0.00,$0.00,"$12,211.71",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Airports (LAWA),Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$0.00,"$105,643.20","$105,643.20",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$11,628.00","$106,476.00","$94,848.00",$0.00,$0.00,$0.00,$0.00,"$11,628.00",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Harbor (Port of LA),Senior Structural Engineer,Full Time,$68.61,"$143,257.68","$3,293.28","$146,002.08","$142,708.80",$0.00,$0.00,$0.00,"$3,293.28",$0.00,$0.00,"$3,293.28",SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,9425,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/9425.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04","$6,038.67","$74,089.65","$68,050.98","-$2,580.74",$0.00,$0.00,$0.00,"$8,519.41",$100.00,"-$2,480.74",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineer,Full Time,$58.40,"$121,939.20","$1,284.80","$122,756.80","$121,472.00",$0.00,$0.00,$0.00,"$1,284.80",$0.00,$0.00,"$1,284.80",SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,7956,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$52.19,"$108,965.93","$24,432.24","$130,075.44","$105,643.20","$2,905.24",$0.00,$0.00,$0.00,"$21,527.00",$0.00,"$2,905.24",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$0.00,"$105,567.02","$105,567.02",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$50,479.20","$145,327.20","$94,848.00",$0.00,$0.00,$0.00,$0.00,"$50,479.20",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04","$2,473.46","$70,741.33","$68,267.87",-$650.04,$0.00,"$2,500.00",$0.00,$398.50,$225.00,"$2,074.96",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04",-$535.12,"$49,095.72","$49,630.84","-$2,797.56",$0.00,$0.00,$0.00,"$2,262.44",$0.00,"-$2,797.56",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04",$407.78,"$67,512.30","$67,104.52","-$2,816.84",$0.00,$0.00,$0.00,"$3,224.62",$0.00,"-$2,816.84",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$30.12,"$62,893.69",-$866.72,"$9,638.88","$10,505.60",-$866.72,$0.00,$0.00,$0.00,$0.00,$0.00,-$866.72,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$609.48,"$106,252.68","$105,643.20",$0.00,$0.00,$0.00,$0.00,$609.48,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04",-$633.62,"$67,635.28","$68,268.90",-$650.04,$0.00,$0.00,$0.00,$16.42,$0.00,-$650.04,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate IV,Full Time,$55.21,"$115,278.48","$11,903.23","$117,788.67","$105,885.44",$0.00,$0.00,$330.00,$604.20,"$10,969.03",$0.00,$934.20,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80",$205.20,"$94,984.80","$94,779.60",$0.00,$0.00,$0.00,$0.00,$205.20,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$91,116.06","$196,759.26","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$86,089.08","$5,026.98","$5,026.98",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$38,367.60","$127,014.00","$88,646.40",$0.00,$0.00,"$2,860.00",$0.00,"$35,157.60",$350.00,"$3,210.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Water And Power (DWP),Structural Engineer,Full Time,$69.46,"$145,032.48","$19,283.66","$163,760.46","$144,476.80",$0.00,$0.00,$0.00,,"$7,501.68","$11,781.98","$11,781.98",SUPERVISORY PROFESSIONAL UNIT,7956,"$17,486.94","$1,268.69",$0.00,"$18,755.63",DWP,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$15,770.31","$121,413.51","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$15,770.31",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$87,232.20","$192,875.40","$105,643.20",$0.00,$0.00,"$2,743.00",$0.00,"$84,489.20",$0.00,"$2,743.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04","$13,845.16","$82,131.56","$68,286.40","-$2,816.84",$0.00,$0.00,$0.00,"$16,662.00",$0.00,"-$2,816.84",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
